,tickerID
1593,6100.HK
1594,0611.HK
1595,6110.HK
1596,6111.HK
1597,6113.HK
1598,6116.HK
1599,6117.HK
1600,6118.HK
1601,6119.HK
1602,0612.HK
1603,6122.HK
1604,6123.HK
1605,6127.HK
1606,6128.HK
1607,0613.HK
1608,6133.HK
1609,6136.HK
1610,6138.HK
1611,6158.HK
1612,0616.HK
1613,6160.HK
1614,6162.HK
1615,6163.HK
1616,6166.HK
1617,6169.HK
1618,0617.HK
1619,6178.HK
1620,6185.HK
1621,6186.HK
1622,6189.HK
1623,0619.HK
1624,6190.HK
1625,6193.HK
1626,6196.HK
1627,6198.HK
1628,6199.HK
1629,0062.HK
1630,0620.HK
1631,0621.HK
1632,0622.HK
1633,0623.HK
1634,0626.HK
1635,0627.HK
1636,0628.HK
1637,0629.HK
1638,0063.HK
1639,0630.HK
1640,0631.HK
1641,0632.HK
1642,0635.HK
1643,0636.HK
1644,0637.HK
1645,0638.HK
1646,0639.HK
1647,0064.HK
1648,0640.HK
1649,0641.HK
1650,0643.HK
1651,0646.HK
1652,0065.HK
1653,0650.HK
1654,0653.HK
1655,0655.HK
1656,0656.HK
1657,0657.HK
1658,0658.HK
1659,0659.HK
1660,0066.HK
